contract_path,attack_vectors,primary_vector,root_cause,confidence,model,classified_at,error
src/test/2022-10/N00d_exp.sol,"AV02,AV04,AV17",AV02,The exploit manipulates the price oracle to perform profitable swaps by leveraging flash loans.,0.9,gpt-4o-mini,2026-06-27T03:40:59.280460+00:00,
src/test/2022-10/OlympusDao_exp.sol,"AV03,AV04",AV03,Missing access control allows unauthorized redemption of tokens.,0.85,gpt-4o-mini,2026-06-27T03:40:59.348204+00:00,
src/test/2022-10/PLTD_exp.sol,"AV04,AV20",AV20,The exploit manipulates liquidity pool balances through a series of flash loans to extract value.,0.9,gpt-4o-mini,2026-06-27T03:41:00.007211+00:00,
src/test/2022-10/RES_exp.sol,"AV02,AV04",AV02,The exploit manipulates the price oracle to execute profitable swaps using flash loans.,0.9,gpt-4o-mini,2026-06-27T03:41:00.172015+00:00,
src/test/2022-10/RES_exp2.sol,"AV02,AV04",AV02,The exploit manipulates the price oracle to execute trades at incorrect prices using flash loans.,0.9,gpt-4o-mini,2026-06-27T03:41:00.208014+00:00,
src/test/2022-10/RL_exp.sol,"AV04,AV05,AV19",AV04,"The exploit relies on a flash loan to manipulate liquidity and execute trades, leading to profit extraction.",0.9,gpt-4o-mini,2026-06-27T03:41:00.408095+00:00,
src/test/2022-10/RabbyWallet_SwapRouter_exp.sol,"AV06,AV07",AV06,The exploit relies on arbitrary external calls to manipulate victim balances through a controllable parameter in the swap function.,0.9,gpt-4o-mini,2026-06-27T03:41:00.447984+00:00,
src/test/2022-10/TeamFinance_exp.sol,"AV03,AV05,AV04",AV03,The exploit takes advantage of missing access control checks in the migration function.,0.85,gpt-4o-mini,2026-06-27T03:41:00.589530+00:00,
src/test/2022-10/Templedao_exp.sol,"AV03,AV04",AV03,Insufficient access control of the migrateStake() function allows unauthorized migration of stakes.,0.9,gpt-4o-mini,2026-06-27T03:41:00.873067+00:00,
src/test/2022-10/TransitSwap_exp.sol,"AV03,AV06",AV03,Incorrect owner address validation allows unauthorized access to critical functions.,0.9,gpt-4o-mini,2026-06-27T03:41:01.017682+00:00,
src/test/2022-10/ULME_exp.sol,"AV04,AV02",AV02,The exploit manipulates the price oracle to borrow at an incorrect price using a flash loan.,0.9,gpt-4o-mini,2026-06-27T03:41:01.357157+00:00,
src/test/2022-10/ULME_exp2.sol,"AV04,AV05",AV04,The exploit relies on flash loans to manipulate the liquidity pool and extract profits.,0.9,gpt-4o-mini,2026-06-27T03:41:01.756133+00:00,
src/test/2022-10/Uerii_exp.sol,"AV03,AV04",AV03,The exploit occurs due to missing access control in the mint function of the UERII_TOKEN contract.,0.9,gpt-4o-mini,2026-06-27T03:41:01.802268+00:00,
src/test/2022-10/VTF_exp.sol,"AV04,AV05,AV17",AV04,The exploit relies on a flash loan to manipulate token transfers and execute claims across multiple contracts.,0.9,gpt-4o-mini,2026-06-27T03:41:02.059754+00:00,
src/test/2022-10/XaveFinance_exp.sol,"AV03,AV06",AV03,Missing access control allows the attacker to execute ownership transfer and minting functions.,0.9,gpt-4o-mini,2026-06-27T03:41:02.077554+00:00,
src/test/2022-11/AUR_exp.sol,"AV02,AV04,AV19",AV02,The attacker manipulates the node price and reward calculations to exploit the reward system for profit.,0.85,gpt-4o-mini,2026-06-27T03:41:02.686012+00:00,
src/test/2022-11/Annex_exp.sol,"AV04,AV05",AV04,The exploit relies on a flash loan to manipulate liquidity and execute trades without sufficient collateral.,0.9,gpt-4o-mini,2026-06-27T03:41:02.777815+00:00,
src/test/2022-11/BDEX_exp.sol,"AV02,AV04",AV02,The exploit manipulates the price oracle to execute profitable swaps at incorrect prices.,0.9,gpt-4o-mini,2026-06-27T03:41:02.783579+00:00,
src/test/2022-11/BrahTOPG_exp.sol,"AV19,AV15,AV04",AV19,The exploit takes advantage of unbounded fee percentages and missing minimum output requirements in the token swap process.,0.85,gpt-4o-mini,2026-06-27T03:41:02.907845+00:00,
src/test/2022-11/DFX_exp.sol,"AV04,AV05,AV19",AV04,The exploit relies on a flash loan to manipulate token balances and execute trades without sufficient collateral.,0.9,gpt-4o-mini,2026-06-27T03:41:03.151484+00:00,
src/test/2022-11/Kashi_exp.sol,"AV04,AV02",AV02,The exploit manipulates the borrowing and liquidation process by leveraging a flash loan to exploit price discrepancies.,0.9,gpt-4o-mini,2026-06-27T03:41:03.272123+00:00,
src/test/2022-11/MBC_ZZSH_exp.sol,"AV02,AV04",AV02,The exploit manipulates the price oracle to execute profitable swaps using a flash loan.,0.9,gpt-4o-mini,2026-06-27T03:41:03.355259+00:00,
src/test/2022-11/MEV_0ad8_exp.sol,"AV13,AV04",AV13,The exploit relies on transaction ordering and manipulation of the mempool to profit from the victim's transaction.,0.9,gpt-4o-mini,2026-06-27T03:41:04.161605+00:00,
src/test/2022-11/MooCAKECTX_exp.sol,"AV04,AV05",AV04,The exploit relies on a flash loan to manipulate token balances and execute a series of transactions for profit.,0.9,gpt-4o-mini,2026-06-27T03:41:04.182703+00:00,
src/test/2022-11/NUM_exp.sol,"AV07,AV04",AV07,The exploit relies on signature replay abuse to approve excessive token transfers.,0.9,gpt-4o-mini,2026-06-27T03:41:04.364766+00:00,
src/test/2022-11/Polynomial_exp.sol,"AV04,AV05,AV19",AV04,The exploit relies on manipulating the swap and deposit logic of the zap contract to extract funds.,0.85,gpt-4o-mini,2026-06-27T03:41:04.428210+00:00,
src/test/2022-11/SDAO_exp.sol,"AV04,AV05,AV19",AV04,The exploit relies on a flash loan to manipulate liquidity and rewards in the protocol.,0.9,gpt-4o-mini,2026-06-27T03:41:04.552808+00:00,
src/test/2022-11/SEAMAN_exp.sol,"AV04,AV05,AV19",AV04,"The exploit relies on a flash loan to manipulate token swaps and transfer amounts, leading to profit extraction.",0.9,gpt-4o-mini,2026-06-27T03:41:04.556775+00:00,
src/test/2022-11/SheepFarm2_exp.sol,"AV03,AV05,AV04",AV03,Missing access control allows unauthorized registration and manipulation of the farm's state.,0.9,gpt-4o-mini,2026-06-27T03:41:04.646324+00:00,
src/test/2022-11/SheepFarm_exp.sol,"AV05,AV03",AV05,Flawed logic in the SheepFarm contract allows for excessive withdrawals after multiple upgrades.,0.85,gpt-4o-mini,2026-06-27T03:41:04.804289+00:00,
src/test/2022-11/UEarnPool_exp.sol,"AV04,AV05,AV19",AV04,The exploit relies on a flash loan to manipulate the contract's state and extract funds.,0.85,gpt-4o-mini,2026-06-27T03:41:05.474877+00:00,
src/test/2022-12/AES_exp.sol,"AV04,AV20",AV20,The exploit manipulates liquidity pool balances through repeated skimming and flash loans.,0.9,gpt-4o-mini,2026-06-27T03:41:05.605071+00:00,
src/test/2022-12/APC_exp.sol,"AV02,AV04",AV02,The exploit manipulates the token price through a series of swaps enabled by a flash loan.,0.9,gpt-4o-mini,2026-06-27T03:41:05.622973+00:00,
src/test/2022-12/BBOX_exp.sol,"AV04,AV05,AV19",AV04,The exploit relies on a flash loan to manipulate token swaps and extract value.,0.9,gpt-4o-mini,2026-06-27T03:41:05.696783+00:00,
src/test/2022-12/BGLD_exp.sol,"AV02,AV04,AV20",AV02,"The exploit manipulates the price oracle to execute swaps at incorrect prices, leveraging flash loans for funding.",0.9,gpt-4o-mini,2026-06-27T03:41:05.959953+00:00,
src/test/2022-12/DFS_exp.sol,"AV04,AV20,AV02",AV04,The exploit relies on a flash loan to manipulate liquidity pool balances and oracle prices.,0.9,gpt-4o-mini,2026-06-27T03:41:06.069310+00:00,
src/test/2022-12/Defrost_exp.sol,"AV04,AV05",AV04,The exploit relies on a flash loan to manipulate the liquidity pool and execute a profitable transaction.,0.9,gpt-4o-mini,2026-06-27T03:41:06.117444+00:00,
src/test/2022-12/ElasticSwap_exp.sol,"AV02,AV04,AV19",AV02,The exploit manipulates the liquidity pool's reserves to execute swaps at incorrect prices.,0.85,gpt-4o-mini,2026-06-27T03:41:06.131489+00:00,
src/test/2022-12/FPR_exp.sol,"AV10,AV19,AV04",AV10,"The exploit takes advantage of fee-on-transfer tokens, leading to incorrect balance calculations during swaps.",0.85,gpt-4o-mini,2026-06-27T03:41:06.675725+00:00,
src/test/2022-12/JAY_exp.sol,"AV04,AV05,AV01",AV04,"The exploit relies on a flash loan to manipulate token purchases and sales, leading to profit extraction.",0.9,gpt-4o-mini,2026-06-27T03:41:06.917448+00:00,
src/test/2022-12/Lodestar_exp.sol,"AV04,AV05,AV02",AV04,The exploit relies on flash loans to manipulate the liquidity and mint tokens at incorrect valuations.,0.9,gpt-4o-mini,2026-06-27T03:41:06.925144+00:00,
src/test/2022-12/MEVbot_0x28d9_exp.sol,"AV04,AV13",AV04,The exploit relies on flash loans to manipulate the market and extract value.,0.9,gpt-4o-mini,2026-06-27T03:41:07.124628+00:00,
src/test/2022-12/MUMUG_exp.sol,"AV04,AV05",AV04,The exploit relies on a flash loan to manipulate token swaps and extract value from the protocol.,0.9,gpt-4o-mini,2026-06-27T03:41:07.182074+00:00,
src/test/2022-12/Nmbplatform_exp.sol,"AV02,AV04",AV02,The exploit manipulates token prices during swaps to extract rewards at incorrect valuations.,0.9,gpt-4o-mini,2026-06-27T03:41:07.608897+00:00,
src/test/2022-12/NovaExchange_exp.sol,"AV03,AV05",AV03,Missing or broken access control allows the attacker to manipulate rewards in the contract.,0.8,gpt-4o-mini,2026-06-27T03:41:07.627812+00:00,
src/test/2022-12/Overnight_exp.sol,"AV04,AV02",AV02,The exploit manipulates the price oracle to borrow and redeem assets at incorrect valuations using flash loans.,0.9,gpt-4o-mini,2026-06-27T03:41:08.081798+00:00,
src/test/2022-12/RFB_exp.sol,"AV04,AV17",AV04,The exploit relies on a flash loan to manipulate token balances and execute swaps that benefit the attacker.,0.9,gpt-4o-mini,2026-06-27T03:41:08.202334+00:00,
src/test/2022-12/Rubic_exp.sol,"AV06,AV07,AV19",AV06,The exploit allows arbitrary external calls to transfer funds from victims' accounts without proper authorization checks.,0.9,gpt-4o-mini,2026-06-27T03:41:08.320948+00:00,
src/test/2022-12/TIFI_exp.sol,"AV04,AV10,AV19",AV04,"The exploit relies on a flash loan to manipulate token reserves and execute swaps, taking advantage of fee-on-transfer logic.",0.9,gpt-4o-mini,2026-06-27T03:41:08.561761+00:00,
src/test/2023-01/BEVO_exp.sol,"AV04,AV20",AV20,The exploit manipulates liquidity pool balances to extract value using a flash loan.,0.9,gpt-4o-mini,2026-06-27T03:41:08.593326+00:00,
src/test/2023-01/BRA_exp.sol,"AV05,AV04,AV20",AV05,The exploit relies on flawed business logic in the liquidity pool that allows for profit extraction through repeated skimming.,0.85,gpt-4o-mini,2026-06-27T03:41:08.679067+00:00,
src/test/2023-01/GDS_exp.sol,"AV04,AV05,AV19",AV04,The exploit relies on flash loans to manipulate liquidity and rewards in the protocol.,0.9,gpt-4o-mini,2026-06-27T03:41:08.702226+00:00,
src/test/2023-01/Midas_exp.sol,"AV04,AV01",AV04,The exploit relies on flash loans to manipulate liquidity and execute a reentrancy attack.,0.9,gpt-4o-mini,2026-06-27T03:41:09.016536+00:00,
src/test/2023-01/OmniEstate_exp.sol,"AV10,AV19",AV10,"The exploit relies on the assumption that the transfer amount equals the balance delta, which is incompatible with fee-on-transfer tokens.",0.9,gpt-4o-mini,2026-06-27T03:41:09.157151+00:00,
src/test/2023-01/QTN_exp.sol,"AV20,AV15",AV20,The exploit manipulates liquidity pool balances to extract value through token swaps.,0.85,gpt-4o-mini,2026-06-27T03:41:09.549136+00:00,
src/test/2023-01/RoeFinance_exp.sol,"AV04,AV05,AV19",AV04,The exploit relies on a flash loan to manipulate the liquidity pool and extract funds.,0.9,gpt-4o-mini,2026-06-27T03:41:09.709406+00:00,
src/test/2023-01/SHOCO_exp.sol,"AV02,AV04",AV02,The exploit manipulates the price oracle to execute profitable swaps at incorrect prices.,0.9,gpt-4o-mini,2026-06-27T03:41:10.029433+00:00,
src/test/2023-01/TINU_exp.sol,"AV04,AV20",AV04,The exploit relies on a flash loan to manipulate liquidity pool balances and extract value.,0.9,gpt-4o-mini,2026-06-27T03:41:10.082028+00:00,
src/test/2023-01/ThoreumFinance_exp.sol,"AV10,AV19,AV05",AV10,"The exploit takes advantage of the fee-on-transfer logic in the THOREUM token, allowing for unintended profit during transfers.",0.9,gpt-4o-mini,2026-06-27T03:41:10.464764+00:00,
src/test/2023-01/UFDao_exp.sol,"AV10,AV15,AV05",AV10,"The exploit takes advantage of fee-on-transfer tokens, leading to incorrect balance calculations during swaps.",0.85,gpt-4o-mini,2026-06-27T03:41:10.568862+00:00,
src/test/2023-01/Upswing_exp.sol,"AV20,AV15",AV20,The exploit manipulates liquidity pool balances to extract value through token swaps.,0.9,gpt-4o-mini,2026-06-27T03:41:10.807902+00:00,
src/test/2023-02/BonqDAO_exp.sol,"AV02,AV14,AV06",AV02,The exploit manipulates the price oracle to borrow and liquidate assets at incorrect prices.,0.9,gpt-4o-mini,2026-06-27T03:41:10.900304+00:00,
src/test/2023-02/CowSwap_exp.sol,"AV06,AV19",AV06,The exploit allows for arbitrary external calls to manipulate token balances without proper checks.,0.85,gpt-4o-mini,2026-06-27T03:41:11.004660+00:00,
src/test/2023-02/DYNA_exp.sol,"AV04,AV05,AV19",AV04,The exploit relies on a flash loan to manipulate the staking rewards and bypass limits.,0.9,gpt-4o-mini,2026-06-27T03:41:11.177282+00:00,
src/test/2023-02/Dexible_exp.sol,"AV03,AV19",AV03,Missing or broken access control allows the attacker to exploit the Dexible contract.,0.85,gpt-4o-mini,2026-06-27T03:41:11.295643+00:00,
src/test/2023-02/EFVault_exp.sol,"AV03,AV05",AV03,Missing or broken access control allows unauthorized redemption of tokens.,0.85,gpt-4o-mini,2026-06-27T03:41:11.332059+00:00,
src/test/2023-02/FDP_exp.sol,"AV04,AV20",AV04,The exploit relies on a flash loan to manipulate the liquidity pool and extract profit.,0.9,gpt-4o-mini,2026-06-27T03:41:11.499416+00:00,
src/test/2023-02/LaunchZone_exp.sol,"AV02,AV04,AV05",AV02,The exploit manipulates token prices through a series of swaps to gain disproportionate returns.,0.9,gpt-4o-mini,2026-06-27T03:41:11.576437+00:00,
src/test/2023-02/Orion_exp.sol,"AV04,AV05,AV17",AV04,"The exploit relies on a flash loan to manipulate liquidity and execute trades, taking advantage of flawed transfer logic in the contract.",0.9,gpt-4o-mini,2026-06-27T03:41:12.140191+00:00,
src/test/2023-02/Platypus_exp.sol,"AV04,AV05",AV04,The exploit relies on a flash loan to manipulate liquidity and borrow assets without collateral.,0.9,gpt-4o-mini,2026-06-27T03:41:12.339708+00:00,
src/test/2023-02/RevertFinance_exp.sol,"AV07,AV05",AV07,The exploit relies on excessive token approval and validation bypass on signed messages.,0.9,gpt-4o-mini,2026-06-27T03:41:12.520660+00:00,
src/test/2023-02/Sheep_exp.sol,"AV04,AV19",AV04,The exploit relies on a flash loan to manipulate token balances and execute swaps without sufficient checks.,0.9,gpt-4o-mini,2026-06-27T03:41:12.700275+00:00,
src/test/2023-02/Starlink_exp.sol,"AV04,AV20",AV04,The exploit relies on flash loans to manipulate liquidity pools for profit.,0.9,gpt-4o-mini,2026-06-27T03:41:12.974450+00:00,
src/test/2023-02/SwapX_exp.sol,"AV15,AV19",AV15,The exploit allows for value extraction by manipulating swaps with zero or missing minimum output parameters.,0.85,gpt-4o-mini,2026-06-27T03:41:13.180509+00:00,
src/test/2023-02/USDs_exp.sol,"AV17,AV05",AV17,Malicious logic in the transfer hook allows the attacker to manipulate balances during transfers.,0.85,gpt-4o-mini,2026-06-27T03:41:13.242326+00:00,
src/test/2023-02/dForce_exp.sol,"AV04,AV05,AV19",AV04,The exploit relies on a series of flash loans to manipulate token swaps and extract value.,0.9,gpt-4o-mini,2026-06-27T03:41:13.399707+00:00,
src/test/2023-03/BIGFI_exp.sol,"AV04,AV05,AV19",AV04,"The exploit relies on a flash loan to manipulate token balances and execute a burn operation, leading to profit extraction.",0.9,gpt-4o-mini,2026-06-27T03:41:13.847505+00:00,
src/test/2023-03/DBW_exp.sol,"AV04,AV02,AV06",AV02,The exploit manipulates the price oracle to gain an unfair advantage during flash loan transactions.,0.9,gpt-4o-mini,2026-06-27T03:41:13.862008+00:00,
src/test/2023-03/DKP_exp.sol,"AV04,AV05,AV17",AV04,The exploit relies on a flash loan to manipulate the liquidity pool and execute a series of token swaps.,0.9,gpt-4o-mini,2026-06-27T03:41:14.083178+00:00,
src/test/2023-03/Euler_exp.sol,"AV02,AV04",AV02,The exploit manipulates the price oracle to liquidate assets at incorrect values using a flash loan.,0.9,gpt-4o-mini,2026-06-27T03:41:14.132987+00:00,
src/test/2023-03/Paraspace_exp_2.sol,"AV04,AV02",AV02,The exploit manipulates the borrowing process by leveraging a flash loan to obtain assets at incorrect prices.,0.9,gpt-4o-mini,2026-06-27T03:41:14.202472+00:00,
src/test/2023-03/Phoenix_exp.sol,"AV04,AV06",AV04,The exploit relies on a flash loan to manipulate token swaps and liquidity.,0.9,gpt-4o-mini,2026-06-27T03:41:14.271509+00:00,
src/test/2023-03/Thena_exp.sol,"AV02,AV07",AV02,The exploit manipulates the price oracle to extract funds at an incorrect valuation.,0.85,gpt-4o-mini,2026-06-27T03:41:14.589209+00:00,
src/test/2023-03/paraspace_exp.sol,"AV06,AV04,AV05",AV06,The exploit leverages arbitrary external calls to manipulate token balances and execute unauthorized transfers.,0.9,gpt-4o-mini,2026-06-27T03:41:15.011470+00:00,
src/test/2023-03/poolz_exp.sol,"AV04,AV05,AV19",AV04,The exploit relies on a flash loan to manipulate pool balances and create mass pools with inflated values.,0.9,gpt-4o-mini,2026-06-27T03:41:15.184345+00:00,
src/test/2023-03/safeMoon_exp.sol,"AV04,AV05,AV19",AV04,The exploit relies on a flash loan to manipulate token balances and execute unauthorized minting and burning of tokens.,0.9,gpt-4o-mini,2026-06-27T03:41:15.395055+00:00,
src/test/2023-04/0vix_exp.sol,"AV02,AV04",AV02,The exploit manipulates the price of vGHST to liquidate leveraged debt at an incorrect price.,0.9,gpt-4o-mini,2026-06-27T03:41:15.437638+00:00,
src/test/2023-04/Allbridge_exp.sol,"AV04,AV02",AV04,The exploit relies on a flash loan to manipulate liquidity pools and execute profitable swaps.,0.9,gpt-4o-mini,2026-06-27T03:41:15.910701+00:00,
src/test/2023-04/Allbridge_exp2.sol,"AV02,AV04,AV20",AV02,"The exploit manipulates the liquidity pool's balance and pricing through a series of swaps and deposits, leading to incorrect valuations.",0.9,gpt-4o-mini,2026-06-27T03:41:16.007644+00:00,
src/test/2023-04/Axioma_exp.sol,"AV04,AV05",AV04,The exploit relies on a flash loan to manipulate token purchases and sales for profit.,0.9,gpt-4o-mini,2026-06-27T03:41:16.263605+00:00,
src/test/2023-04/HundredFinance_2_exp.sol,"AV04,AV02,AV05",AV04,The exploit relies on a flash loan to manipulate the liquidation process and drain funds from the protocol.,0.9,gpt-4o-mini,2026-06-27T03:41:16.573782+00:00,
src/test/2023-04/MetaPoint_exp.sol,"AV07,AV10,AV19",AV07,The exploit abuses excessive token approvals to transfer funds from multiple victim addresses without their consent.,0.9,gpt-4o-mini,2026-06-27T03:41:16.651317+00:00,
src/test/2023-04/OLIFE_exp.sol,"AV02,AV04",AV02,The exploit manipulates the price oracle to profit from incorrect pricing during a flash loan operation.,0.9,gpt-4o-mini,2026-06-27T03:41:16.940172+00:00,
src/test/2023-04/Paribus_exp.sol,"AV04,AV01",AV04,The exploit relies on a flash loan to manipulate the protocol's state and execute a reentrancy attack.,0.9,gpt-4o-mini,2026-06-27T03:41:16.985331+00:00,
src/test/2023-04/Sentiment_exp.sol,"AV04,AV05,AV17",AV04,The exploit relies on a flash loan to manipulate the protocol's state and extract funds.,0.9,gpt-4o-mini,2026-06-27T03:41:17.207941+00:00,
src/test/2023-04/Sushi_Router_exp.sol,"AV03,AV06,AV05",AV03,"The Sushi RouteProcessor2 contract lacks proper input validation for the 'route' parameter, allowing for unauthorized actions.",0.9,gpt-4o-mini,2026-06-27T03:41:17.385526+00:00,
src/test/2023-04/Swapos_exp.sol,"AV02,AV04",AV02,The exploit manipulates the price oracle to execute a swap at an incorrect price.,0.9,gpt-4o-mini,2026-06-27T03:41:17.655103+00:00,
src/test/2023-04/YearnFinance_exp.sol,"AV04,AV05",AV04,The exploit relies on a flash loan to manipulate the protocol's state and extract funds.,0.9,gpt-4o-mini,2026-06-27T03:41:17.697882+00:00,
src/test/2023-04/silo_finance_exp.sol,"AV05,AV19",AV05,The exploit relies on flawed accounting and logic errors in the protocol's handling of collateral and debt tokens.,0.85,gpt-4o-mini,2026-06-27T03:41:18.157208+00:00,
src/test/2023-05/BabyDogeCoin_exp.sol,"AV02,AV04",AV02,The exploit manipulates the price oracle to execute trades at incorrect prices using a flash loan.,0.9,gpt-4o-mini,2026-06-27T03:41:18.166754+00:00,
src/test/2023-05/Bitpaidio_exp.sol,"AV04,AV05,AV19",AV04,"The exploit relies on a flash loan to manipulate the staking and withdrawal process, leading to unintended token transfers.",0.85,gpt-4o-mini,2026-06-27T03:41:18.267697+00:00,
src/test/2023-05/CS_exp.sol,"AV10,AV05,AV19",AV10,"The exploit relies on the assumption that the transfer amount equals the balance delta, which is flawed due to the use of fee-on-transfer tokens.",0.85,gpt-4o-mini,2026-06-27T03:41:18.590811+00:00,
src/test/2023-05/DEI_exp.sol,"AV20,AV04",AV20,The exploit manipulates the liquidity pool's balance to extract value through a series of token transfers and swaps.,0.9,gpt-4o-mini,2026-06-27T03:41:18.802968+00:00,
src/test/2023-05/ERC20TokenBank_exp.sol,"AV04,AV05,AV19",AV04,The exploit relies on a flash loan to manipulate token exchanges and balances.,0.9,gpt-4o-mini,2026-06-27T03:41:19.229014+00:00,
src/test/2023-05/FAPEN_exp.sol,"AV05,AV19",AV05,The unstake function contains a flawed balance check that allows for exploitation.,0.9,gpt-4o-mini,2026-06-27T03:41:19.294807+00:00,
src/test/2023-05/GPT_exp.sol,"AV04,AV20",AV20,"The token fee mechanism is broken, allowing manipulation of liquidity pool balances through flash loans.",0.9,gpt-4o-mini,2026-06-27T03:41:19.352515+00:00,
src/test/2023-05/HODLCapital_exp.sol,"AV02,AV04,AV20",AV02,The exploit manipulates the price oracle to execute trades at incorrect prices using flash loans.,0.9,gpt-4o-mini,2026-06-27T03:41:19.378520+00:00,
src/test/2023-05/Jimbo_exp.sol,"AV02,AV04",AV02,The exploit relies on manipulating the price oracle to execute profitable trades using a flash loan.,0.9,gpt-4o-mini,2026-06-27T03:41:19.379621+00:00,
src/test/2023-05/LFI_exp.sol,"AV06,AV03",AV06,"The exploit relies on an arbitrary external call through delegatecall, allowing the attacker to manipulate contract state.",0.9,gpt-4o-mini,2026-06-27T03:41:19.658147+00:00,
src/test/2023-05/LW_exp.sol,"AV20,AV15",AV20,The exploit manipulates liquidity pool balances to extract value through swaps.,0.9,gpt-4o-mini,2026-06-27T03:41:20.054499+00:00,
src/test/2023-05/Level_exp.sol,"AV04,AV05,AV19",AV04,The exploit relies on a flash loan to manipulate the referral system and claim rewards improperly.,0.9,gpt-4o-mini,2026-06-27T03:41:20.498500+00:00,
src/test/2023-05/LocalTrader2_exp.sol,"AV03,AV09,AV04",AV03,"The contract lacks proper access control, allowing unauthorized changes to critical parameters.",0.9,gpt-4o-mini,2026-06-27T03:41:20.647509+00:00,
src/test/2023-05/LocalTrader_exp.sol,"AV03,AV02",AV03,The exploit involves improper access control allowing the attacker to change ownership and manipulate prices.,0.9,gpt-4o-mini,2026-06-27T03:41:20.786784+00:00,
src/test/2023-05/Melo_exp.sol,"AV10,AV15,AV05",AV10,"The exploit relies on the assumption that the transfer amount equals the balance delta, which is violated by the fee-on-transfer mechanism.",0.9,gpt-4o-mini,2026-06-27T03:41:21.112372+00:00,
src/test/2023-05/MultiChainCapital_exp.sol,"AV02,AV04,AV20",AV02,The exploit manipulates the price oracle to execute profitable trades using flash loans.,0.9,gpt-4o-mini,2026-06-27T03:41:21.221987+00:00,
src/test/2023-05/NOON_exp.sol,"AV02,AV04,AV05",AV02,The exploit relies on manipulating the price oracle due to a non-standard ERC20 implementation and incorrect function visibility.,0.85,gpt-4o-mini,2026-06-27T03:41:21.222902+00:00,
src/test/2023-05/NeverFall_exp.sol,"AV04,AV19",AV04,The exploit relies on a flash loan to manipulate token prices and execute trades at an advantage.,0.9,gpt-4o-mini,2026-06-27T03:41:21.412979+00:00,
src/test/2023-05/SELLC02_exp.sol,"AV04,AV05,AV19",AV04,The exploit relies on a flash loan to manipulate liquidity and extract funds from the staking rewards contract.,0.9,gpt-4o-mini,2026-06-27T03:41:21.531388+00:00,
src/test/2023-05/SELLC_exp.sol,"AV02,AV04,AV05",AV02,The exploit manipulates token prices through liquidity and staking mechanisms to extract value at incorrect prices.,0.85,gpt-4o-mini,2026-06-27T03:41:21.760662+00:00,
src/test/2023-05/SNK_exp.sol,AV07,AV07,The exploit relies on signature replay attacks to manipulate token approvals.,0.9,gpt-4o-mini,2026-06-27T03:41:22.102953+00:00,
src/test/2023-05/SellToken_exp.sol,"AV02,AV04",AV02,The exploit manipulates the token price through a flash loan to profit from price discrepancies.,0.9,gpt-4o-mini,2026-06-27T03:41:22.252319+00:00,
src/test/2023-05/landNFT_exp.sol,"AV03,AV04",AV03,"The contract lacks permission control on the mint function, allowing unauthorized minting of NFTs.",0.9,gpt-4o-mini,2026-06-27T03:41:22.257297+00:00,
src/test/2023-06/ARA_exp.sol,"AV02,AV04",AV02,The exploit manipulates the price of ARA through a series of swaps funded by a flash loan.,0.9,gpt-4o-mini,2026-06-27T03:41:22.844269+00:00,
src/test/2023-06/BUNN_exp.sol,"AV02,AV04,AV05",AV02,The exploit manipulates the price during swaps to extract profits at incorrect valuations.,0.85,gpt-4o-mini,2026-06-27T03:41:23.080174+00:00,
src/test/2023-06/BabyDogeCoin02_exp.sol,"AV04,AV02,AV05",AV04,The exploit relies on a flash loan to manipulate token prices and execute trades without sufficient collateral.,0.9,gpt-4o-mini,2026-06-27T03:41:23.160677+00:00,
src/test/2023-06/Biswap_exp.sol,"AV04,AV05,AV19",AV04,The exploit relies on manipulating liquidity migration using fake tokens and unprotected migration parameters.,0.9,gpt-4o-mini,2026-06-27T03:41:23.261201+00:00,
src/test/2023-06/CFC_exp.sol,"AV02,AV04,AV20",AV02,The attacker manipulated the price oracle to exploit liquidity pool pricing and execute a flash loan attack.,0.9,gpt-4o-mini,2026-06-27T03:41:23.591146+00:00,
src/test/2023-06/Cellframe_exp.sol,"AV04,AV05,AV19",AV04,"The exploit relies on a flash loan to manipulate liquidity and execute multiple swaps, leading to profit extraction.",0.9,gpt-4o-mini,2026-06-27T03:41:23.661681+00:00,
src/test/2023-06/CompounderFinance_exp.sol,"AV04,AV05",AV04,The exploit relies on a flash loan to manipulate the liquidity and balances within the protocol.,0.9,gpt-4o-mini,2026-06-27T03:41:24.024598+00:00,
src/test/2023-06/Contract_0x7657_exp.sol,"AV04,AV05",AV04,The exploit relies on a flash loan to manipulate the victim's balance and execute unauthorized transactions.,0.9,gpt-4o-mini,2026-06-27T03:41:24.171663+00:00,
src/test/2023-06/DDCoin_exp.sol,"AV04,AV06",AV04,The exploit relies on flash loans to manipulate the market and bypass order limits using an external contract.,0.9,gpt-4o-mini,2026-06-27T03:41:24.180880+00:00,
src/test/2023-06/DEPUSDT_LEVUSDC_exp.sol,"AV03,AV06",AV03,Missing access control allowed the attacker to approve token transfers without authorization.,0.9,gpt-4o-mini,2026-06-27T03:41:24.344322+00:00,
src/test/2023-06/MIMSpell_exp.sol,"AV02,AV04,AV06",AV02,The attacker manipulated the price during a swap operation to gain tokens at an incorrect price.,0.9,gpt-4o-mini,2026-06-27T03:41:24.507701+00:00,
src/test/2023-06/MidasCapitalXYZ_exp.sol,"AV02,AV04",AV02,"The exploit manipulates the price oracle to execute trades at incorrect prices, leveraging flash loans for funding.",0.9,gpt-4o-mini,2026-06-27T03:41:24.534811+00:00,
